DSA|Title|Level|Question|YoutubeLink
2-D Dynamic Programming|Interleaving String|Medium|<div class="elfjS" data-track-load="description_content"><p>Given strings <code>s1</code>, <code>s2</code>, and <code>s3</code>, find whether <code>s3</code> is formed by an <strong>interleaving</strong> of <code>s1</code> and <code>s2</code>.</p> <p>An <strong>interleaving</strong> of two strings <code>s</code> and <code>t</code> is a configuration where <code>s</code> and <code>t</code> are divided into <code>n</code> and <code>m</code> <span data-keyword="substring-nonempty" class=" cursor-pointer relative text-dark-blue-s text-sm"><div class="popover-wrapper inline-block" data-headlessui-state=""><div><div aria-expanded="false" data-headlessui-state="" id="headlessui-popover-button-:rj:"><div>substrings</div></div><div style="position: fixed; z-index: 40; inset: 0px auto auto 0px; transform: translate(152px, 264px);"></div></div></div></span> respectively, such that:</p> <ul> 	<li><code>s = s<sub>1</sub> + s<sub>2</sub> + ... + s<sub>n</sub></code></li> 	<li><code>t = t<sub>1</sub> + t<sub>2</sub> + ... + t<sub>m</sub></code></li> 	<li><code>\n - m\ &lt;= 1</code></li> 	<li>The <strong>interleaving</strong> is <code>s<sub>1</sub> + t<sub>1</sub> + s<sub>2</sub> + t<sub>2</sub> + s<sub>3</sub> + t<sub>3</sub> + ...</code> or <code>t<sub>1</sub> + s<sub>1</sub> + t<sub>2</sub> + s<sub>2</sub> + t<sub>3</sub> + s<sub>3</sub> + ...</code></li> </ul> <p><strong>Note:</strong> <code>a + b</code> is the concatenation of strings <code>a</code> and <code>b</code>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2020/09/02/interleave.jpg" style="width: 561px; height: 203px;"> <pre><strong>Input:</strong> s1 = "aabcc", s2 = "dbbca", s3 = "aadbbcbcac" <strong>Output:</strong> true <strong>Explanation:</strong> One way to obtain s3 is: Split s1 into s1 = "aa" + "bc" + "c", and s2 into s2 = "dbbc" + "a". Interleaving the two splits, we get "aa" + "dbbc" + "bc" + "a" + "c" = "aadbbcbcac". Since s3 can be obtained by interleaving s1 and s2, we return true. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> s1 = "aabcc", s2 = "dbbca", s3 = "aadbbbaccc" <strong>Output:</strong> false <strong>Explanation:</strong> Notice how it is impossible to interleave s2 with any other string to obtain s3. </pre> <p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> s1 = "", s2 = "", s3 = "" <strong>Output:</strong> true </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>0 &lt;= s1.length, s2.length &lt;= 100</code></li> 	<li><code>0 &lt;= s3.length &lt;= 200</code></li> 	<li><code>s1</code>, <code>s2</code>, and <code>s3</code> consist of lowercase English letters.</li> </ul> <p>&nbsp;</p> <p><strong>Follow up:</strong> Could you solve it using only <code>O(s2.length)</code> additional memory space?</p> </div>|https://www.youtube.com/watch?v=3Rw3p9LrgvE
2-D Dynamic Programming|Longest Increasing Path In a Matrix|Hard|<div class="elfjS" data-track-load="description_content"><p>Given an <code>m x n</code> integers <code>matrix</code>, return <em>the length of the longest increasing path in </em><code>matrix</code>.</p> <p>From each cell, you can either move in four directions: left, right, up, or down. You <strong>may not</strong> move <strong>diagonally</strong> or move <strong>outside the boundary</strong> (i.e., wrap-around is not allowed).</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2021/01/05/grid1.jpg" style="width: 242px; height: 242px;"> <pre><strong>Input:</strong> matrix = [[9,9,4],[6,6,8],[2,1,1]] <strong>Output:</strong> 4 <strong>Explanation:</strong> The longest increasing path is <code>[1, 2, 6, 9]</code>. </pre> <p><strong class="example">Example 2:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2021/01/27/tmp-grid.jpg" style="width: 253px; height: 253px;"> <pre><strong>Input:</strong> matrix = [[3,4,5],[3,2,6],[2,2,1]] <strong>Output:</strong> 4 <strong>Explanation: </strong>The longest increasing path is <code>[3, 4, 5, 6]</code>. Moving diagonally is not allowed. </pre> <p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> matrix = [[1]] <strong>Output:</strong> 1 </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>m == matrix.length</code></li> 	<li><code>n == matrix[i].length</code></li> 	<li><code>1 &lt;= m, n &lt;= 200</code></li> 	<li><code>0 &lt;= matrix[i][j] &lt;= 2<sup>31</sup> - 1</code></li> </ul> </div>|https://www.youtube.com/watch?v=wCc_nd-GiEc
2-D Dynamic Programming|Distinct Subsequences|Hard|<div class="elfjS" data-track-load="description_content"><p>Given two strings s and t, return <i>the number of distinct</i> <b><i>subsequences</i></b><i> of </i>s<i> which equals </i>t.</p> <p>The test cases are generated so that the answer fits on a 32-bit signed integer.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> s = "rabbbit", t = "rabbit" <strong>Output:</strong> 3 <strong>Explanation:</strong> As shown below, there are 3 ways you can generate "rabbit" from s. <code><strong><u>rabb</u></strong>b<strong><u>it</u></strong></code> <code><strong><u>ra</u></strong>b<strong><u>bbit</u></strong></code> <code><strong><u>rab</u></strong>b<strong><u>bit</u></strong></code> </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> s = "babgbag", t = "bag" <strong>Output:</strong> 5 <strong>Explanation:</strong> As shown below, there are 5 ways you can generate "bag" from s. <code><strong><u>ba</u></strong>b<u><strong>g</strong></u>bag</code> <code><strong><u>ba</u></strong>bgba<strong><u>g</u></strong></code> <code><u><strong>b</strong></u>abgb<strong><u>ag</u></strong></code> <code>ba<u><strong>b</strong></u>gb<u><strong>ag</strong></u></code> <code>babg<strong><u>bag</u></strong></code></pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= s.length, t.length &lt;= 1000</code></li> 	<li><code>s</code> and <code>t</code> consist of English letters.</li> </ul> </div>|https://www.youtube.com/watch?v=-RDzMJ33nx8
2-D Dynamic Programming|Edit Distance|Medium|<div class="elfjS" data-track-load="description_content"><p>Given two strings <code>word1</code> and <code>word2</code>, return <em>the minimum number of operations required to convert <code>word1</code> to <code>word2</code></em>.</p> <p>You have the following three operations permitted on a word:</p> <ul> 	<li>Insert a character</li> 	<li>Delete a character</li> 	<li>Replace a character</li> </ul> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> word1 = "horse", word2 = "ros" <strong>Output:</strong> 3 <strong>Explanation:</strong>  horse -&gt; rorse (replace 'h' with 'r') rorse -&gt; rose (remove 'r') rose -&gt; ros (remove 'e') </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> word1 = "intention", word2 = "execution" <strong>Output:</strong> 5 <strong>Explanation:</strong>  intention -&gt; inention (remove 't') inention -&gt; enention (replace 'i' with 'e') enention -&gt; exention (replace 'n' with 'x') exention -&gt; exection (replace 'n' with 'c') exection -&gt; execution (insert 'u') </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>0 &lt;= word1.length, word2.length &lt;= 500</code></li> 	<li><code>word1</code> and <code>word2</code> consist of lowercase English letters.</li> </ul> </div>|https://www.youtube.com/watch?v=XYi2-LPrwm4
2-D Dynamic Programming|Burst Balloons|Hard|<div class="elfjS" data-track-load="description_content"><p>You are given <code>n</code> balloons, indexed from <code>0</code> to <code>n - 1</code>. Each balloon is painted with a number on it represented by an array <code>nums</code>. You are asked to burst all the balloons.</p> <p>If you burst the <code>i<sup>th</sup></code> balloon, you will get <code>nums[i - 1] * nums[i] * nums[i + 1]</code> coins. If <code>i - 1</code> or <code>i + 1</code> goes out of bounds of the array, then treat it as if there is a balloon with a <code>1</code> painted on it.</p> <p>Return <em>the maximum coins you can collect by bursting the balloons wisely</em>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> nums = [3,1,5,8] <strong>Output:</strong> 167 <strong>Explanation:</strong> nums = [3,1,5,8] --&gt; [3,5,8] --&gt; [3,8] --&gt; [8] --&gt; [] coins =  3*1*5    +   3*5*8   +  1*3*8  + 1*8*1 = 167</pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> nums = [1,5] <strong>Output:</strong> 10 </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>n == nums.length</code></li> 	<li><code>1 &lt;= n &lt;= 300</code></li> 	<li><code>0 &lt;= nums[i] &lt;= 100</code></li> </ul> </div>|https://www.youtube.com/watch?v=VFskby7lUbw
2-D Dynamic Programming|Regular Expression Matching|Hard|<div class="elfjS" data-track-load="description_content"><p>Given an input string <code>s</code>&nbsp;and a pattern <code>p</code>, implement regular expression matching with support for <code>'.'</code> and <code>'*'</code> where:</p> <ul> 	<li><code>'.'</code> Matches any single character.​​​​</li> 	<li><code>'*'</code> Matches zero or more of the preceding element.</li> </ul> <p>The matching should cover the <strong>entire</strong> input string (not partial).</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> s = "aa", p = "a" <strong>Output:</strong> false <strong>Explanation:</strong> "a" does not match the entire string "aa". </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> s = "aa", p = "a*" <strong>Output:</strong> true <strong>Explanation:</strong> '*' means zero or more of the preceding element, 'a'. Therefore, by repeating 'a' once, it becomes "aa". </pre> <p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> s = "ab", p = ".*" <strong>Output:</strong> true <strong>Explanation:</strong> ".*" means "zero or more (*) of any character (.)". </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= s.length&nbsp;&lt;= 20</code></li> 	<li><code>1 &lt;= p.length&nbsp;&lt;= 20</code></li> 	<li><code>s</code> contains only lowercase English letters.</li> 	<li><code>p</code> contains only lowercase English letters, <code>'.'</code>, and&nbsp;<code>'*'</code>.</li> 	<li>It is guaranteed for each appearance of the character <code>'*'</code>, there will be a previous valid character to match.</li> </ul> </div>|https://www.youtube.com/watch?v=HAA8mgxlov8
Greedy|Maximum Subarray|Medium|<div class="elfjS" data-track-load="description_content"><p>Given an integer array <code>nums</code>, find the <span data-keyword="subarray-nonempty" class=" cursor-pointer relative text-dark-blue-s text-sm"><div class="popover-wrapper inline-block" data-headlessui-state=""><div><div aria-expanded="false" data-headlessui-state="" id="headlessui-popover-button-:rj:"><div>subarray</div></div><div style="position: fixed; z-index: 40; inset: 0px auto auto 0px; transform: translate(296px, 185px);"></div></div></div></span> with the largest sum, and return <em>its sum</em>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> nums = [-2,1,-3,4,-1,2,1,-5,4] <strong>Output:</strong> 6 <strong>Explanation:</strong> The subarray [4,-1,2,1] has the largest sum 6. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> nums = [1] <strong>Output:</strong> 1 <strong>Explanation:</strong> The subarray [1] has the largest sum 1. </pre> <p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> nums = [5,4,-1,7,8] <strong>Output:</strong> 23 <strong>Explanation:</strong> The subarray [5,4,-1,7,8] has the largest sum 23. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= nums.length &lt;= 10<sup>5</sup></code></li> 	<li><code>-10<sup>4</sup> &lt;= nums[i] &lt;= 10<sup>4</sup></code></li> </ul> <p>&nbsp;</p> <p><strong>Follow up:</strong> If you have figured out the <code>O(n)</code> solution, try coding another solution using the <strong>divide and conquer</strong> approach, which is more subtle.</p> </div>|https://www.youtube.com/watch?v=5WZl3MMT0Eg
Greedy|Jump Game|Medium|<div class="elfjS" data-track-load="description_content"><p>You are given an integer array <code>nums</code>. You are initially positioned at the array's <strong>first index</strong>, and each element in the array represents your maximum jump length at that position.</p> <p>Return <code>true</code><em> if you can reach the last index, or </em><code>false</code><em> otherwise</em>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> nums = [2,3,1,1,4] <strong>Output:</strong> true <strong>Explanation:</strong> Jump 1 step from index 0 to 1, then 3 steps to the last index. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> nums = [3,2,1,0,4] <strong>Output:</strong> false <strong>Explanation:</strong> You will always arrive at index 3 no matter what. Its maximum jump length is 0, which makes it impossible to reach the last index. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= nums.length &lt;= 10<sup>4</sup></code></li> 	<li><code>0 &lt;= nums[i] &lt;= 10<sup>5</sup></code></li> </ul> </div>|https://www.youtube.com/watch?v=Yan0cv2cLy8
Greedy|Jump Game II|Medium|<div class="elfjS" data-track-load="description_content"><p>You are given a <strong>0-indexed</strong> array of integers <code>nums</code> of length <code>n</code>. You are initially positioned at <code>nums[0]</code>.</p> <p>Each element <code>nums[i]</code> represents the maximum length of a forward jump from index <code>i</code>. In other words, if you are at <code>nums[i]</code>, you can jump to any <code>nums[i + j]</code> where:</p> <ul> 	<li><code>0 &lt;= j &lt;= nums[i]</code> and</li> 	<li><code>i + j &lt; n</code></li> </ul> <p>Return <em>the minimum number of jumps to reach </em><code>nums[n - 1]</code>. The test cases are generated such that you can reach <code>nums[n - 1]</code>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> nums = [2,3,1,1,4] <strong>Output:</strong> 2 <strong>Explanation:</strong> The minimum number of jumps to reach the last index is 2. Jump 1 step from index 0 to 1, then 3 steps to the last index. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> nums = [2,3,0,1,4] <strong>Output:</strong> 2 </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= nums.length &lt;= 10<sup>4</sup></code></li> 	<li><code>0 &lt;= nums[i] &lt;= 1000</code></li> 	<li>It's guaranteed that you can reach <code>nums[n - 1]</code>.</li> </ul> </div>|https://www.youtube.com/watch?v=dJ7sWiOoK7g
Greedy|Gas Station|Medium|<div class="elfjS" data-track-load="description_content"><p>There are <code>n</code> gas stations along a circular route, where the amount of gas at the <code>i<sup>th</sup></code> station is <code>gas[i]</code>.</p> <p>You have a car with an unlimited gas tank and it costs <code>cost[i]</code> of gas to travel from the <code>i<sup>th</sup></code> station to its next <code>(i + 1)<sup>th</sup></code> station. You begin the journey with an empty tank at one of the gas stations.</p> <p>Given two integer arrays <code>gas</code> and <code>cost</code>, return <em>the starting gas station's index if you can travel around the circuit once in the clockwise direction, otherwise return</em> <code>-1</code>. If there exists a solution, it is <strong>guaranteed</strong> to be <strong>unique</strong></p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> gas = [1,2,3,4,5], cost = [3,4,5,1,2] <strong>Output:</strong> 3 <strong>Explanation:</strong> Start at station 3 (index 3) and fill up with 4 unit of gas. Your tank = 0 + 4 = 4 Travel to station 4. Your tank = 4 - 1 + 5 = 8 Travel to station 0. Your tank = 8 - 2 + 1 = 7 Travel to station 1. Your tank = 7 - 3 + 2 = 6 Travel to station 2. Your tank = 6 - 4 + 3 = 5 Travel to station 3. The cost is 5. Your gas is just enough to travel back to station 3. Therefore, return 3 as the starting index. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> gas = [2,3,4], cost = [3,4,3] <strong>Output:</strong> -1 <strong>Explanation:</strong> You can't start at station 0 or 1, as there is not enough gas to travel to the next station. Let's start at station 2 and fill up with 4 unit of gas. Your tank = 0 + 4 = 4 Travel to station 0. Your tank = 4 - 3 + 2 = 3 Travel to station 1. Your tank = 3 - 3 + 3 = 3 You cannot travel back to station 2, as it requires 4 unit of gas but you only have 3. Therefore, you can't travel around the circuit once no matter where you start. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>n == gas.length == cost.length</code></li> 	<li><code>1 &lt;= n &lt;= 10<sup>5</sup></code></li> 	<li><code>0 &lt;= gas[i], cost[i] &lt;= 10<sup>4</sup></code></li> </ul> </div>|https://www.youtube.com/watch?v=lJwbPZGo05A
Greedy|Hand of Straights|Medium|<div class="elfjS" data-track-load="description_content"><p>Alice has some number of cards and she wants to rearrange the cards into groups so that each group is of size <code>groupSize</code>, and consists of <code>groupSize</code> consecutive cards.</p> <p>Given an integer array <code>hand</code> where <code>hand[i]</code> is the value written on the <code>i<sup>th</sup></code> card and an integer <code>groupSize</code>, return <code>true</code> if she can rearrange the cards, or <code>false</code> otherwise.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> hand = [1,2,3,6,2,3,4,7,8], groupSize = 3 <strong>Output:</strong> true <strong>Explanation:</strong> Alice's hand can be rearranged as [1,2,3],[2,3,4],[6,7,8] </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> hand = [1,2,3,4,5], groupSize = 4 <strong>Output:</strong> false <strong>Explanation:</strong> Alice's hand can not be rearranged into groups of 4. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= hand.length &lt;= 10<sup>4</sup></code></li> 	<li><code>0 &lt;= hand[i] &lt;= 10<sup>9</sup></code></li> 	<li><code>1 &lt;= groupSize &lt;= hand.length</code></li> </ul> <p>&nbsp;</p> <p><strong>Note:</strong> This question is the same as 1296: <a href="https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers/" target="_blank">https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers/</a></p> </div>|https://www.youtube.com/watch?v=amnrMCVd2YI
Greedy|Merge Triplets to Form Target Triplet|Medium|<div class="elfjS" data-track-load="description_content"><p>A <strong>triplet</strong> is an array of three integers. You are given a 2D integer array <code>triplets</code>, where <code>triplets[i] = [a<sub>i</sub>, b<sub>i</sub>, c<sub>i</sub>]</code> describes the <code>i<sup>th</sup></code> <strong>triplet</strong>. You are also given an integer array <code>target = [x, y, z]</code> that describes the <strong>triplet</strong> you want to obtain.</p> <p>To obtain <code>target</code>, you may apply the following operation on <code>triplets</code> <strong>any number</strong> of times (possibly <strong>zero</strong>):</p> <ul> 	<li>Choose two indices (<strong>0-indexed</strong>) <code>i</code> and <code>j</code> (<code>i != j</code>) and <strong>update</strong> <code>triplets[j]</code> to become <code>[max(a<sub>i</sub>, a<sub>j</sub>), max(b<sub>i</sub>, b<sub>j</sub>), max(c<sub>i</sub>, c<sub>j</sub>)]</code>. 	<ul> 		<li>For example, if <code>triplets[i] = [2, 5, 3]</code> and <code>triplets[j] = [1, 7, 5]</code>, <code>triplets[j]</code> will be updated to <code>[max(2, 1), max(5, 7), max(3, 5)] = [2, 7, 5]</code>.</li> 	</ul> 	</li> </ul> <p>Return <code>true</code> <em>if it is possible to obtain the </em><code>target</code><em> <strong>triplet</strong> </em><code>[x, y, z]</code><em> as an<strong> element</strong> of </em><code>triplets</code><em>, or </em><code>false</code><em> otherwise</em>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> triplets = [[2,5,3],[1,8,4],[1,7,5]], target = [2,7,5] <strong>Output:</strong> true <strong>Explanation:</strong> Perform the following operations: - Choose the first and last triplets [<u>[2,5,3]</u>,[1,8,4],<u>[1,7,5]</u>]. Update the last triplet to be [max(2,1), max(5,7), max(3,5)] = [2,7,5]. triplets = [[2,5,3],[1,8,4],<u>[2,7,5]</u>] The target triplet [2,7,5] is now an element of triplets. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> triplets = [[3,4,5],[4,5,6]], target = [3,2,5] <strong>Output:</strong> false <strong>Explanation:</strong> It is impossible to have [3,2,5] as an element because there is no 2 in any of the triplets. </pre> <p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> triplets = [[2,5,3],[2,3,4],[1,2,5],[5,2,3]], target = [5,5,5] <strong>Output:</strong> true <strong>Explanation: </strong>Perform the following operations: - Choose the first and third triplets [<u>[2,5,3]</u>,[2,3,4],<u>[1,2,5]</u>,[5,2,3]]. Update the third triplet to be [max(2,1), max(5,2), max(3,5)] = [2,5,5]. triplets = [[2,5,3],[2,3,4],<u>[2,5,5]</u>,[5,2,3]]. - Choose the third and fourth triplets [[2,5,3],[2,3,4],<u>[2,5,5]</u>,<u>[5,2,3]</u>]. Update the fourth triplet to be [max(2,5), max(5,2), max(5,3)] = [5,5,5]. triplets = [[2,5,3],[2,3,4],[2,5,5],<u>[5,5,5]</u>]. The target triplet [5,5,5] is now an element of triplets. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= triplets.length &lt;= 10<sup>5</sup></code></li> 	<li><code>triplets[i].length == target.length == 3</code></li> 	<li><code>1 &lt;= a<sub>i</sub>, b<sub>i</sub>, c<sub>i</sub>, x, y, z &lt;= 1000</code></li> </ul> </div>|https://www.youtube.com/watch?v=kShkQLQZ9K4
Greedy|Partition Labels|Medium|<div class="elfjS" data-track-load="description_content"><p>You are given a string <code>s</code>. We want to partition the string into as many parts as possible so that each letter appears in at most one part.</p> <p>Note that the partition is done so that after concatenating all the parts in order, the resultant string should be <code>s</code>.</p> <p>Return <em>a list of integers representing the size of these parts</em>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> s = "ababcbacadefegdehijhklij" <strong>Output:</strong> [9,7,8] <strong>Explanation:</strong> The partition is "ababcbaca", "defegde", "hijhklij". This is a partition so that each letter appears in at most one part. A partition like "ababcbacadefegde", "hijhklij" is incorrect, because it splits s into less parts. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> s = "eccbbbbdec" <strong>Output:</strong> [10] </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= s.length &lt;= 500</code></li> 	<li><code>s</code> consists of lowercase English letters.</li> </ul> </div>|https://www.youtube.com/watch?v=B7m8UmZE-vw
Greedy|Valid Parenthesis String|Medium|<div class="elfjS" data-track-load="description_content"><p>Given a string <code>s</code> containing only three types of characters: <code>'('</code>, <code>')'</code> and <code>'*'</code>, return <code>true</code> <em>if</em> <code>s</code> <em>is <strong>valid</strong></em>.</p> <p>The following rules define a <strong>valid</strong> string:</p> <ul> 	<li>Any left parenthesis <code>'('</code> must have a corresponding right parenthesis <code>')'</code>.</li> 	<li>Any right parenthesis <code>')'</code> must have a corresponding left parenthesis <code>'('</code>.</li> 	<li>Left parenthesis <code>'('</code> must go before the corresponding right parenthesis <code>')'</code>.</li> 	<li><code>'*'</code> could be treated as a single right parenthesis <code>')'</code> or a single left parenthesis <code>'('</code> or an empty string <code>""</code>.</li> </ul> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> s = "()" <strong>Output:</strong> true </pre><p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> s = "(*)" <strong>Output:</strong> true </pre><p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> s = "(*))" <strong>Output:</strong> true </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= s.length &lt;= 100</code></li> 	<li><code>s[i]</code> is <code>'('</code>, <code>')'</code> or <code>'*'</code>.</li> </ul> </div>|https://www.youtube.com/watch?v=QhPdNS143Qg
Intervals|Insert Interval|Medium|<div class="elfjS" data-track-load="description_content"><p>You are given an array of non-overlapping intervals <code>intervals</code> where <code>intervals[i] = [start<sub>i</sub>, end<sub>i</sub>]</code> represent the start and the end of the <code>i<sup>th</sup></code> interval and <code>intervals</code> is sorted in ascending order by <code>start<sub>i</sub></code>. You are also given an interval <code>newInterval = [start, end]</code> that represents the start and end of another interval.</p> <p>Insert <code>newInterval</code> into <code>intervals</code> such that <code>intervals</code> is still sorted in ascending order by <code>start<sub>i</sub></code> and <code>intervals</code> still does not have any overlapping intervals (merge overlapping intervals if necessary).</p> <p>Return <code>intervals</code><em> after the insertion</em>.</p> <p><strong>Note</strong> that you don't need to modify <code>intervals</code> in-place. You can make a new array and return it.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> intervals = [[1,3],[6,9]], newInterval = [2,5] <strong>Output:</strong> [[1,5],[6,9]] </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> intervals = [[1,2],[3,5],[6,7],[8,10],[12,16]], newInterval = [4,8] <strong>Output:</strong> [[1,2],[3,10],[12,16]] <strong>Explanation:</strong> Because the new interval [4,8] overlaps with [3,5],[6,7],[8,10]. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>0 &lt;= intervals.length &lt;= 10<sup>4</sup></code></li> 	<li><code>intervals[i].length == 2</code></li> 	<li><code>0 &lt;= start<sub>i</sub> &lt;= end<sub>i</sub> &lt;= 10<sup>5</sup></code></li> 	<li><code>intervals</code> is sorted by <code>start<sub>i</sub></code> in <strong>ascending</strong> order.</li> 	<li><code>newInterval.length == 2</code></li> 	<li><code>0 &lt;= start &lt;= end &lt;= 10<sup>5</sup></code></li> </ul> </div>|https://www.youtube.com/watch?v=A8NUOmlwOlM
Intervals|Merge Intervals|Medium|<div class="elfjS" data-track-load="description_content"><p>Given an array&nbsp;of <code>intervals</code>&nbsp;where <code>intervals[i] = [start<sub>i</sub>, end<sub>i</sub>]</code>, merge all overlapping intervals, and return <em>an array of the non-overlapping intervals that cover all the intervals in the input</em>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> intervals = [[1,3],[2,6],[8,10],[15,18]] <strong>Output:</strong> [[1,6],[8,10],[15,18]] <strong>Explanation:</strong> Since intervals [1,3] and [2,6] overlap, merge them into [1,6]. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> intervals = [[1,4],[4,5]] <strong>Output:</strong> [[1,5]] <strong>Explanation:</strong> Intervals [1,4] and [4,5] are considered overlapping. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= intervals.length &lt;= 10<sup>4</sup></code></li> 	<li><code>intervals[i].length == 2</code></li> 	<li><code>0 &lt;= start<sub>i</sub> &lt;= end<sub>i</sub> &lt;= 10<sup>4</sup></code></li> </ul> </div>|https://www.youtube.com/watch?v=44H3cEC2fFM
